index,expected,baseline_status,baseline_time,improved_status,improved_time,formula
692,not_proved,not_proved,1.908303238451481e-05,not_proved,4.266691394150257e-05,(((A ∧ B) ∧ ¬C) ∨ ((C ∨ C) → (D ∧ E)))
693,valid,valid,9.207986295223236e-06,valid,1.6875099390745163e-05,(((C → C) → E) ∨ ((E → D) ∨ ⊥))
694,valid,valid,5.541834980249405e-06,valid,1.1416152119636536e-05,((¬(A ∧ A) ∧ (C ∨ (B ∨ E))) → (C ∨ (B ∨ E)))
695,not_proved,not_proved,8.875038474798203e-06,not_proved,1.5792204067111015e-05,¬∃y.Q(y)
696,valid,valid,6.208894774317741e-06,valid,1.333281397819519e-05,((¬(E → B) ∧ ((A ∧ C) → (A → D))) → ((A ∧ C) → (A → D)))
697,valid,valid,5.62518835067749e-06,valid,1.2167030945420265e-05,¬∀y.⊥
698,not_proved,not_proved,1.1750031262636185e-05,not_proved,2.666609361767769e-05,(((B → E) ∧ (D → ⊤)) ∧ ((A ∨ D) ∨ (B → D)))
699,valid,valid,5.249865353107452e-06,valid,8.958857506513596e-06,((B ∨ A) ∨ ¬A)
700,not_proved,not_proved,2.650008536875248e-05,not_proved,6.537511944770813e-05,(((⊥ → E) → (¬⊤ → (B ∧ A))) → (((A → E) ∧ (A ∧ B)) ∧ ((A ∨ B) → B)))
701,not_proved,not_proved,1.3875076547265053e-05,not_proved,1.6167061403393745e-05,¬(⊥ ∨ A)
702,valid,valid,8.750008419156075e-06,valid,1.5083001926541328e-05,((E ∧ B) → ((A ∨ E) ∨ (E ∧ B)))
703,not_proved,not_proved,9.666895493865013e-06,not_proved,3.100000321865082e-05,(((B ∧ B) ∨ B) → E)
704,valid,valid,5.834037438035011e-06,valid,1.0624993592500687e-05,((B → E) → ((B → E) ∨ (B ∧ C)))
705,not_proved,not_proved,2.9458198696374893e-05,not_proved,8.874805644154549e-06,"R(a, a)"
706,not_proved,not_proved,1.1542113497853279e-05,not_proved,2.291589044034481e-05,(∀y.P(y) ∧ (Q(c) ∧ P(c)))
707,valid,valid,5.874992348253727e-05,valid,8.808285929262638e-05,((((C → B) ∧ (C ∨ C)) ∧ (((C → B) ∧ (C ∨ C)) → ((⊤ → E) → ¬A))) → ((⊤ → E) → ¬A))
708,not_proved,not_proved,1.4584045857191086e-05,not_proved,2.9708025977015495e-05,"(Q(b, a) ∨ ¬∃x.¬P(x))"
709,valid,valid,9.290874004364014e-06,valid,2.233288250863552e-05,((¬¬B → ((D ∨ E) → (E ∨ D))) → ((¬¬B → ((D ∨ E) → (E ∨ D))) ∨ (((A ∨ B) ∧ ¬A) ∧ ((E ∧ D) ∨ (B ∨ B)))))
710,valid,valid,4.833098500967026e-06,valid,9.624985978007317e-06,(((C ∨ E) ∧ (C → A)) → (C ∨ E))
711,not_proved,not_proved,2.834014594554901e-06,not_proved,6.749993190169334e-06,"Q(c, c)"
712,not_proved,not_proved,1.454213634133339e-05,not_proved,2.9333168640732765e-05,((A ∨ (C ∨ A)) ∨ ((⊤ ∧ C) ∧ (A → D)))
713,not_proved,not_proved,2.0290957763791084e-05,not_proved,4.724995233118534e-05,((¬(C → D) ∨ ((E ∧ A) ∧ (B ∧ D))) ∧ (((C ∧ E) ∧ (E ∨ E)) ∨ (D ∧ (C ∧ C))))
714,not_proved,not_proved,9.791925549507141e-06,not_proved,1.7750076949596405e-05,(¬¬(E ∧ B) ∨ E)
715,valid,valid,1.3124896213412285e-05,valid,2.7708010748028755e-05,(((¬⊤ ∧ (B → ⊥)) ∧ ((D → E) ∧ (D ∧ D))) → (¬(⊤ → ⊤) → ((D ∨ B) ∧ (A → B))))
716,not_proved,not_proved,4.833098500967026e-06,not_proved,8.458038792014122e-06,¬¬D
717,valid,valid,5.500158295035362e-06,valid,1.1832918971776962e-05,((((B ∨ C) → (A ∨ D)) ∧ ⊥) → ((B ∨ C) → (A ∨ D)))
718,valid,valid,3.2498501241207123e-06,valid,7.375143468379974e-06,((¬(B ∧ B) ∨ A) → (¬(B ∧ B) ∨ A))
719,valid,valid,9.54093411564827e-06,valid,2.5833025574684143e-05,(¬¬((E → (D ∨ D)) → ((B → B) → (B ∨ ⊤))) → ((E → (D ∨ D)) → ((B → B) → (B ∨ ⊤))))
720,valid,valid,2.3250002413988113e-05,valid,7.708300836384296e-05,(((((B ∧ A) ∨ (B ∧ ⊥)) → B) ∧ (B → ((D ∨ A) → (B ∧ ⊤)))) → (((B ∧ A) ∨ (B ∧ ⊥)) → ((D ∨ A) → (B ∧ ⊤))))
721,not_proved,not_proved,2.929195761680603e-05,not_proved,0.00011358293704688549,"¬∃z.(R(a, b) ∨ R(z, z))"
722,not_proved,not_proved,3.050011582672596e-05,not_proved,6.604217924177647e-05,"((∃y.R(b, a) ∧ (P(b, b) ∧ Q(c, c))) → ∀x.(Q(a) → P(x)))"
723,valid,valid,3.712484613060951e-05,valid,5.374988541007042e-05,"(∀y.∃z.(P(b, y) → P(z)) ∨ ∀x.(∀x.P(x) → P(a)))"
724,valid,valid,3.4999102354049683e-06,valid,8.00006091594696e-06,((¬B → (C ∧ D)) → (¬B → (C ∧ D)))
725,not_proved,not_proved,2.7042115107178688e-05,not_proved,7.150019519031048e-05,(((¬C → (D ∧ B)) → ((E ∨ D) ∧ (D ∧ B))) → (((D ∧ A) ∧ ¬A) ∧ ((B ∨ A) → ¬D)))
726,valid,valid,1.0917196050286293e-05,valid,2.1750107407569885e-05,(¬¬(E ∨ D) → (E ∨ D))
727,not_proved,not_proved,1.174979843199253e-05,not_proved,2.5084009394049644e-05,¬(¬(E ∧ D) ∨ ((A ∧ A) → ¬C))
728,valid,valid,2.0666979253292084e-05,valid,4.200008697807789e-05,(((E ∧ E) ∧ ((E ∧ E) → (A → ⊥))) → (A → ⊥))
729,valid,timeout,0.6966180419549346,valid,9.587500244379044e-05,"(∀z.∀x.∀x.⊥ → ∃y.(∀z.P(y) ∨ ∀z.R(y, y)))"
730,not_proved,not_proved,9.500188753008842e-06,not_proved,1.795799471437931e-05,(R(b) ∧ (Q(c) → R(a)))
731,not_proved,not_proved,2.8250040486454964e-05,not_proved,6.0125021263957024e-05,((((B ∨ E) ∨ E) ∧ ((B ∧ D) ∨ (E ∨ A))) → (D → ((E ∨ A) ∧ ¬⊥)))
732,valid,valid,9.207986295223236e-06,valid,2.3124972358345985e-05,((((A ∧ E) ∧ (B → E)) → (¬A → (D ∨ A))) → ((((A ∧ E) ∧ (B → E)) → (¬A → (D ∨ A))) ∨ (((A ∧ E) ∨ (C ∨ A)) ∨ ((D ∨ E) ∨ (E → E)))))
733,not_proved,not_proved,2.237502485513687e-05,not_proved,6.30419235676527e-05,"(Q(c) → (((R(a, c) → P(b, c)) ∨ (Q(c, b) → ⊥)) ∧ ((R(c) → Q(c, c)) ∨ (R(b, b) → ⊥))))"
734,valid,valid,8.750008419156075e-06,valid,2.1583866328001022e-05,(((¬C → (C → E)) → ((C ∨ E) ∨ ¬A)) → (((¬C → (C → E)) → ((C ∨ E) ∨ ¬A)) ∨ (((A ∨ B) ∧ ¬A) → (¬D ∧ (A ∨ ⊤)))))
735,not_proved,not_proved,2.708984538912773e-06,not_proved,6.292015314102173e-06,"Q(b, c)"
736,valid,valid,5.332985892891884e-06,valid,1.0709045454859734e-05,((D → (C → D)) → ((D → (C → D)) ∨ ¬(C → D)))
737,not_proved,not_proved,3.624986857175827e-05,not_proved,8.054194040596485e-05,"∀y.(¬(Q(c, b) → R(y, a)) ∨ ((P(y) ∨ P(y)) → (P(b) ∨ R(b))))"
738,valid,valid,4.834029823541641e-06,valid,9.333016350865364e-06,(((B ∨ E) → (E ∧ B)) ∨ ¬((B ∨ E) → (E ∧ B)))
739,not_proved,not_proved,8.667120710015297e-06,not_proved,2.2124964743852615e-05,"((P(c, a) ∨ P(b, c)) ∧ ∀z.Q(z))"
740,not_proved,not_proved,7.958849892020226e-06,not_proved,1.8208986148238182e-05,((C ∧ (A ∧ A)) ∧ ((A ∨ B) ∨ (E → D)))
741,valid,valid,1.0958872735500336e-05,valid,2.2541964426636696e-05,((⊥ ∧ ((A ∨ E) → (A ∨ A))) ∨ (((C ∧ D) ∧ (A → E)) ∨ ((B ∧ D) → (D ∨ B))))
742,valid,valid,5.791895091533661e-06,valid,1.2500211596488953e-05,((¬B ∨ (E → D)) → ((¬B ∨ (E → D)) ∨ ((C ∨ ⊥) ∨ (A ∨ A))))
743,not_proved,not_proved,3.204098902642727e-05,not_proved,7.850001566112041e-05,((((E ∨ C) → (C ∧ E)) ∧ ((E ∧ E) → (C ∧ D))) → (((E ∧ E) → ¬D) ∧ ((A ∨ C) → (E ∨ D))))
744,not_proved,not_proved,1.4042016118764877e-05,not_proved,2.8166919946670532e-05,((C ∨ (B → B)) → ((A ∧ B) ∨ (E ∨ D)))
745,not_proved,not_proved,1.2875068932771683e-05,not_proved,2.729194238781929e-05,((R(b) → Q(a)) → ∀z.R(b))
746,valid,valid,2.8792070224881172e-05,valid,6.345799192786217e-05,(((D ∧ E) → (C ∧ ⊥)) → (¬(C ∧ ⊥) → ¬(D ∧ E)))
747,valid,valid,5.416106432676315e-06,valid,1.191580668091774e-05,(((D ∨ ¬C) ∧ ((D ∧ B) ∨ (C ∨ A))) → ((D ∧ B) ∨ (C ∨ A)))
748,valid,valid,9.083887562155724e-06,valid,1.6750069335103035e-05,(((D → D) ∨ (B ∨ E)) ∨ ¬(D → ⊥))
749,not_proved,not_proved,7.95791856944561e-06,not_proved,1.5249941498041153e-05,((C → C) ∧ ¬A)
750,valid,valid,7.458403706550598e-05,valid,0.0001877499744296074,(¬¬(¬(C ∨ D) ∨ (¬A ∧ (C ∧ E))) → (¬(C ∨ D) ∨ (¬A ∧ (C ∧ E))))
751,not_proved,not_proved,2.7125002816319466e-05,not_proved,4.549999721348286e-05,((¬B → (A ∨ B)) → ((E ∨ B) ∨ (D ∧ C)))
752,valid,valid,7.3749106377363205e-06,valid,1.3292068615555763e-05,(¬¬C → (¬¬C ∨ (((B → D) → ¬B) ∧ A)))
753,valid,valid,2.4208100512623787e-05,valid,5.600019358098507e-05,(¬(¬E ∨ ⊤) ∨ (((C ∧ E) ∨ (C ∨ ⊥)) → ((C ∧ ⊤) ∨ (B → A))))
754,not_proved,not_proved,6.1248429119586945e-06,not_proved,1.6250181943178177e-05,(P(b) ∧ (P(c) ∧ P(a)))
755,not_proved,not_proved,8.333008736371994e-06,not_proved,1.616682857275009e-05,((B → B) → ¬B)
756,valid,valid,3.834022209048271e-06,valid,6.9160014390945435e-06,((A ∧ ¬A) → ¬A)
757,not_proved,not_proved,8.958857506513596e-06,not_proved,2.508307807147503e-05,"((Q(a, a) ∧ Q(a, c)) ∧ (R(c) → Q(c, c)))"
758,valid,valid,4.583969712257385e-06,valid,1.0042218491435051e-05,(¬¬A → (¬¬A ∨ (A ∧ (D ∧ C))))
759,not_proved,not_proved,1.00000761449337e-05,not_proved,2.216617576777935e-05,(((B → E) ∧ ¬E) ∧ ((⊥ ∨ D) → (⊤ → A)))
760,valid,valid,4.983297549188137e-05,valid,0.00014937506057322025,(((((¬D → (E → E)) ∨ ((D → ⊤) → (E → A))) → E) ∧ (E → (A ∨ ¬E))) → (((¬D → (E → E)) ∨ ((D → ⊤) → (E → A))) → (A ∨ ¬E)))
761,not_proved,not_proved,7.790978997945786e-06,not_proved,1.7625046893954277e-05,((⊥ ∧ Q(a)) ∧ (⊥ → ⊥))
762,not_proved,not_proved,2.2166874259710312e-05,not_proved,5.1625072956085205e-05,(((A → (A ∧ ⊥)) ∨ ((D → ⊤) ∧ (E ∧ C))) ∧ (((B → A) → ¬A) ∨ ((A → B) → E)))
763,valid,valid,4.292000085115433e-06,valid,7.916940376162529e-06,(D → (D ∨ ¬(A ∨ C)))
764,valid,valid,2.745911478996277e-05,valid,4.016607999801636e-05,(((B → C) → (⊤ ∧ D)) → (¬(⊤ ∧ D) → ¬(B → C)))
765,not_proved,not_proved,6.1658211052417755e-06,not_proved,1.1875061318278313e-05,¬(⊤ ∨ ⊥)
766,valid,valid,2.9171351343393326e-06,valid,6.166985258460045e-06,(¬¬¬B → ¬¬¬B)
767,not_proved,not_proved,7.1658287197351456e-06,not_proved,1.395796425640583e-05,((C ∧ (C ∧ B)) ∨ B)
768,not_proved,not_proved,7.875030860304832e-06,not_proved,1.933285966515541e-05,"(¬Q(c, c) ∧ ∃x.Q(b, x))"
769,valid,valid,1.550000160932541e-05,valid,4.1999854147434235e-05,((((A ∧ B) ∨ (B → A)) → ((D → D) ∨ C)) → (¬((D → D) ∨ C) → ¬((A ∧ B) ∨ (B → A))))
770,not_proved,not_proved,3.7624966353178024e-05,not_proved,5.529192276299e-05,((((A ∨ E) ∧ ¬A) → ¬E) ∨ ((B ∨ (B ∧ C)) ∧ ((E → A) → (D ∧ E))))
771,valid,valid,2.7542002499103546e-05,valid,0.00021504191681742668,((((((D ∨ D) → (A ∨ A)) → (B → (B → C))) → ¬((⊤ ∧ A) → (E ∧ B))) ∧ (¬((⊤ ∧ A) → (E ∧ B)) → (¬(D → ⊥) ∨ ¬(B ∧ D)))) → ((((D ∨ D) → (A ∨ A)) → (B → (B → C))) → (¬(D → ⊥) ∨ ¬(B ∧ D))))
772,not_proved,not_proved,5.875015631318092e-06,not_proved,1.158309169113636e-05,¬(⊤ → ⊤)
773,valid,valid,4.542060196399689e-06,valid,9.125098586082458e-06,(((D ∧ E) → (E → A)) ∨ ¬((D ∧ E) → (E → A)))
774,not_proved,not_proved,5.95790334045887e-06,not_proved,1.2082979083061218e-05,((E ∨ A) ∧ ¬E)
775,valid,valid,2.2666994482278824e-05,valid,5.329190753400326e-05,(((¬D ∨ (⊥ ∨ A)) ∧ ((¬D ∨ (⊥ ∨ A)) → A)) → A)
776,not_proved,not_proved,2.2249994799494743e-05,not_proved,5.987496115267277e-05,"(((P(b) ∧ R(a)) ∧ (P(b, b) ∧ R(a))) → ((P(a) ∧ P(a)) ∧ (⊤ ∨ R(c, b))))"
777,valid,valid,5.915993824601173e-06,valid,1.5999889001250267e-05,(¬¬¬A → ¬A)
778,valid,valid,3.4542055800557137e-05,valid,9.662494994699955e-05,((((C → B) → (E ∧ B)) → (¬⊤ ∧ ¬C)) → (¬(¬⊤ ∧ ¬C) → ¬((C → B) → (E ∧ B))))
779,not_proved,not_proved,1.9582919776439667e-05,not_proved,4.75000124424696e-05,((¬(C ∨ A) → ¬(D → A)) → ¬((A → C) ∨ (A ∧ E)))
780,valid,valid,4.166038706898689e-06,valid,8.37491825222969e-06,(((⊤ → C) ∧ (C ∨ D)) → (⊤ → C))
781,not_proved,not_proved,6.875023245811462e-06,not_proved,1.791701652109623e-05,"¬(Q(c, b) → R(b))"
782,not_proved,not_proved,1.395796425640583e-05,not_proved,3.07911541312933e-05,"((P(b) ∨ P(c, b)) → ∀z.P(b))"
783,valid,valid,4.091719165444374e-05,valid,0.00022533396258950233,(((((D ∨ E) → (D → C)) → ¬(B ∨ A)) ∧ (¬(B ∨ A) → ((B → D) → (C ∨ B)))) → (((D ∨ E) → (D → C)) → ((B → D) → (C ∨ B))))
784,valid,valid,9.667128324508667e-06,valid,2.5582965463399887e-05,(¬¬(((A ∨ E) ∨ D) → ((⊥ ∧ C) ∨ (C → E))) → (((A ∨ E) ∨ D) → ((⊥ ∧ C) ∨ (C → E))))
785,valid,valid,9.458977729082108e-06,valid,2.4290988221764565e-05,(¬((B ∨ D) → (B → B)) → (((A ∨ C) ∨ (E → D)) ∧ ¬(B ∧ E)))
786,not_proved,not_proved,2.1292129531502724e-05,not_proved,5.0625065341591835e-05,"(((Q(a) → R(a)) → (P(a) → R(a))) ∧ P(b, b))"
787,valid,valid,4.667090252041817e-06,valid,8.082948625087738e-06,(¬⊥ ∨ (A ∨ A))
788,not_proved,not_proved,7.500173524022102e-06,not_proved,1.395796425640583e-05,((A → C) ∨ (D ∨ B))
789,not_proved,not_proved,1.3499986380338669e-05,not_proved,3.7291087210178375e-05,"(((P(b, b) ∧ R(c)) ∧ (R(b, b) ∧ ⊥)) ∨ R(a, c))"
790,not_proved,not_proved,6.166053935885429e-06,not_proved,1.2124888598918915e-05,¬(D → A)
791,valid,valid,7.834052667021751e-06,valid,1.9415980204939842e-05,(¬((⊤ ∧ E) ∧ (⊥ → D)) → (¬((⊤ ∧ E) ∧ (⊥ → D)) ∨ (((B → C) ∨ (D ∧ E)) ∨ ((⊤ ∨ D) ∧ (⊤ ∧ C)))))
792,not_proved,not_proved,2.8458889573812485e-05,not_proved,5.6124990805983543e-05,"(¬(P(a) ∧ (P(a, a) ∧ Q(b, a))) → (Q(b, c) ∧ ∀x.(R(a, a) ∧ P(b, c))))"
793,valid,valid,8.542090654373169e-06,valid,1.8249964341521263e-05,(((⊤ → E) ∧ ((⊤ → E) → B)) → B)
794,valid,valid,4.749977961182594e-06,valid,1.6208039596676826e-05,((((E ∧ B) → B) ∧ A) → ((E ∧ B) → B))
795,not_proved,not_proved,5.083158612251282e-06,not_proved,1.058308407664299e-05,(⊥ ∧ ¬(⊥ ∧ D))
796,valid,valid,5.783303640782833e-05,valid,0.00014504091814160347,(((C ∨ ((D ∧ A) ∨ (A → D))) → ¬((⊤ ∧ E) → B)) → (¬¬((⊤ ∧ E) → B) → ¬(C ∨ ((D ∧ A) ∨ (A → D)))))
797,valid,valid,8.58306884765625e-06,valid,1.6750069335103035e-05,(((C ∨ B) ∧ B) ∨ ((C ∧ E) → (A → E)))
798,not_proved,not_proved,9.750016033649445e-06,not_proved,1.3625016435980797e-05,((B ∨ B) ∨ (E → A))
799,not_proved,not_proved,6.083399057388306e-05,not_proved,0.00015537510626018047,"((∃z.(R(b) → R(z, z)) → ((P(b, a) ∧ R(c, b)) ∨ ¬P(a))) ∨ ((∀z.R(z, z) ∨ (P(a) ∧ P(a))) ∧ ⊥))"
800,valid,valid,3.0829105526208878e-06,valid,5.833106115460396e-06,((E ∨ D) → (E ∨ D))
801,not_proved,not_proved,2.3165950551629066e-05,not_proved,5.650008097290993e-05,(((A ∨ ⊤) ∧ (⊥ ∧ A)) ∨ ((E ∧ B) ∨ (A ∧ ⊥)))
802,valid,valid,8.29577911645174e-05,valid,5.287514068186283e-05,((((A → B) → (C ∨ D)) → ¬(A → D)) → (¬¬(A → D) → ¬((A → B) → (C ∨ D))))
803,not_proved,not_proved,2.60830856859684e-05,not_proved,6.770901381969452e-05,"(((P(a) ∨ P(a, a)) ∨ ∀z.R(b)) ∨ ((⊥ ∧ Q(c)) ∧ (Q(c, b) ∧ Q(b))))"
804,valid,valid,1.2417091056704521e-05,valid,6.204191595315933e-05,"((Q(b) ∧ (R(a, a) ∨ Q(a))) → ((Q(b) ∧ Q(b)) ∨ (Q(a, c) ∧ R(b, c))))"
805,not_proved,not_proved,7.292022928595543e-06,not_proved,1.4708144590258598e-05,((C → D) ∧ (E → C))
806,not_proved,not_proved,4.9791065976023674e-05,not_proved,0.00011908309534192085,"(∀x.∀x.(Q(x, x) → P(c, x)) ∨ (((Q(b) → R(c, a)) ∧ (R(b, a) ∨ Q(a, c))) → ∀z.Q(b, z)))"
807,not_proved,not_proved,7.4999406933784485e-06,not_proved,1.612515188753605e-05,((E ∧ E) ∧ (A → D))
808,not_proved,not_proved,7.666880264878273e-06,not_proved,1.8875114619731903e-05,"¬(R(c, c) → Q(b))"
809,valid,valid,3.850017674267292e-05,valid,8.850009180605412e-05,((¬(B → D) ∧ (¬(B → D) → ((⊤ ∧ D) ∨ (⊤ → A)))) → ((⊤ ∧ D) ∨ (⊤ → A)))
810,valid,valid,2.5333138182759285e-05,valid,9.762495756149292e-05,(((((C ∨ A) ∨ (E ∧ C)) ∨ ((E ∧ E) → (A → C))) → (((C → B) ∨ (A → E)) → ((⊥ → D) ∨ ¬B))) → (¬(((C → B) ∨ (A → E)) → ((⊥ → D) ∨ ¬B)) → ¬(((C ∨ A) ∨ (E ∧ C)) ∨ ((E ∧ E) → (A → C)))))
811,valid,valid,5.95790334045887e-06,valid,1.337495632469654e-05,((⊤ ∧ (((E ∨ A) → (E ∧ B)) ∨ ⊥)) → (((E ∨ A) → (E ∧ B)) ∨ ⊥))
812,valid,valid,1.2583797797560692e-05,valid,2.9084039852023125e-05,((((⊤ ∨ E) → (C ∨ E)) ∧ (((⊤ ∨ E) → (C ∨ E)) → ((A ∧ A) → (D ∨ A)))) → ((A ∧ A) → (D ∨ A)))
813,not_proved,not_proved,1.3666925951838493e-05,not_proved,3.0667055398225784e-05,¬(((D ∧ A) ∨ (B ∨ C)) → ¬(E → A))
814,valid,valid,5.5625103414058685e-05,valid,0.000134333036839962,((((E ∨ D) → (C ∨ E)) ∧ ((C ∨ E) → (A ∧ E))) → ((E ∨ D) → (A ∧ E)))
815,not_proved,not_proved,5.95790334045887e-06,not_proved,1.1791009455919266e-05,¬(E ∨ E)
816,not_proved,not_proved,1.0833144187927246e-05,not_proved,2.683280035853386e-05,"((P(c) → P(c)) ∧ (⊥ ∧ P(a, c)))"
817,valid,valid,0.0001254579983651638,valid,0.00033804215490818024,(((D → (⊥ → ((B ∨ C) ∨ (C ∧ ⊤)))) ∧ ((⊥ → ((B ∨ C) ∨ (C ∧ ⊤))) → (((A ∨ D) → (C → B)) ∧ ((E → A) → (D ∧ B))))) → (D → (((A ∨ D) → (C → B)) ∧ ((E → A) → (D ∧ B)))))
818,valid,valid,8.604186587035656e-05,valid,0.00021337508223950863,(((((D ∧ ⊤) ∧ (E ∨ D)) ∨ (¬C ∧ (B ∨ A))) ∧ ((((D ∧ ⊤) ∧ (E ∨ D)) ∨ (¬C ∧ (B ∨ A))) → E)) → E)
819,not_proved,not_proved,2.450007013976574e-05,not_proved,6.13329466432333e-05,((((D ∧ D) ∧ (D ∨ B)) → ((⊤ → C) ∧ (⊤ ∨ C))) → ((¬E → (E → ⊥)) → A))
820,valid,valid,2.8328504413366318e-06,valid,5.417037755250931e-06,((⊤ ∧ D) → (⊤ ∧ D))
821,not_proved,not_proved,7.3339324444532394e-06,not_proved,1.5875091776251793e-05,((D ∧ D) ∧ (E ∨ E))
822,not_proved,not_proved,7.459195330739021e-06,not_proved,1.3665994629263878e-05,((B → A) ∨ (A ∨ D))
823,valid,valid,0.00021808291785418987,valid,0.000566583126783371,(((((C ∨ A) ∧ (C ∧ A)) ∨ ((B ∧ E) → (A ∧ ⊥))) → (((C ∧ ⊥) ∧ (B ∨ B)) ∨ ((E → A) → (B ∨ A)))) → (¬(((C ∧ ⊥) ∧ (B ∨ B)) ∨ ((E → A) → (B ∨ A))) → ¬(((C ∨ A) ∧ (C ∧ A)) ∨ ((B ∧ E) → (A ∧ ⊥)))))
824,valid,valid,1.6167061403393745e-05,valid,3.254110924899578e-05,(((D → E) ∧ ((D → E) → (A → B))) → (A → B))
825,valid,valid,7.750000804662704e-06,valid,2.0165927708148956e-05,"(((P(c, a) ∧ R(c)) ∧ ∀x.Q(x, a)) ∨ ((R(b, a) ∧ ⊥) → ¬P(b, b)))"
826,not_proved,not_proved,2.695806324481964e-05,not_proved,6.304099224507809e-05,"¬((∃z.P(c, c) ∨ R(c)) ∧ ((Q(c) → P(b, c)) ∨ (P(b) ∨ P(a))))"
827,not_proved,not_proved,2.637505531311035e-05,not_proved,5.929218605160713e-05,(((A ∨ E) ∨ (¬C → (⊥ → B))) → ((¬E ∧ (⊤ ∧ D)) → ((D → ⊤) ∧ B)))
828,valid,valid,6.541144102811813e-06,valid,1.391698606312275e-05,(¬¬(D ∧ (C ∨ A)) → (D ∧ (C ∨ A)))
829,not_proved,not_proved,8.250121027231216e-06,not_proved,1.550000160932541e-05,((E ∧ A) → (B ∧ A))
830,valid,valid,6.666872650384903e-06,valid,1.2041069567203522e-05,"(∃y.⊤ ∨ P(a, b))"
831,not_proved,not_proved,2.0208070054650307e-05,not_proved,4.358310252428055e-05,((¬⊤ ∨ ∀z.⊥) ∨ ((⊤ ∧ P(a)) → (P(c) → P(b))))
832,valid,valid,7.582828402519226e-06,valid,1.74578744918108e-05,(((((C ∧ E) ∧ (E ∧ B)) ∧ ⊤) ∧ ((¬D ∨ (D ∧ C)) ∨ ((B ∧ ⊤) ∧ (E ∧ C)))) → (((C ∧ E) ∧ (E ∧ B)) ∧ ⊤))
833,not_proved,not_proved,2.5416957214474678e-05,not_proved,5.8582983911037445e-05,((((B ∧ C) ∨ (D → B)) → ((D → A) ∨ (A ∧ D))) ∨ ¬(¬A ∨ (B ∨ D)))
834,valid,valid,5.791895091533661e-06,valid,1.1167023330926895e-05,(¬¬(C ∧ A) → (C ∧ A))
835,not_proved,not_proved,5.916925147175789e-06,not_proved,1.1541880667209625e-05,(¬E ∧ ¬C)
836,valid,valid,1.1958181858062744e-05,valid,2.6458874344825745e-05,(((D ∧ A) → (C → C)) → (¬(C → C) → ¬(D ∧ A)))
837,not_proved,not_proved,2.6670750230550766e-06,not_proved,6.417045369744301e-06,"R(b, c)"
838,valid,valid,6.749993190169334e-06,valid,1.5250174328684807e-05,(¬¬(¬E ∧ (⊤ ∧ D)) → (¬E ∧ (⊤ ∧ D)))
839,valid,valid,2.2041145712137222e-05,valid,4.433305002748966e-05,(((B ∨ (C ∧ A)) ∧ ¬(⊤ → ⊥)) → (¬(B ∨ C) → ¬A))
840,not_proved,not_proved,1.1333031579852104e-05,not_proved,2.6082852855324745e-05,¬(((A ∨ C) → (D → ⊥)) ∨ E)
841,not_proved,not_proved,1.99158675968647e-05,not_proved,3.787502646446228e-05,¬((¬D ∧ (B → B)) ∨ ((B ∨ D) → (B ∨ D)))
842,not_proved,not_proved,1.2791948392987251e-05,not_proved,2.7582980692386627e-05,"¬(¬P(c, b) → (Q(c) ∧ R(c)))"
843,valid,valid,8.899997919797897e-05,valid,0.00031708297319710255,(((¬(D → C) ∧ ((C ∨ A) ∨ (B → ⊤))) ∧ ((¬(D → C) ∧ ((C ∨ A) ∨ (B → ⊤))) → ¬((C ∧ D) → (D → C)))) → ¬((C ∧ D) → (D → C)))
844,valid,valid,4.417030140757561e-06,valid,8.333008736371994e-06,((B ∨ D) → (B → B))
845,not_proved,not_proved,1.4708144590258598e-05,not_proved,3.02919652312994e-05,(¬¬E → ((A → A) → (C ∧ A)))
846,valid,valid,3.550015389919281e-05,valid,5.7541998103260994e-05,((((B ∧ B) → (C → C)) ∧ ((C → C) → (B ∧ D))) → ((B ∧ B) → (B ∧ D)))
847,not_proved,not_proved,8.58306884765625e-06,not_proved,1.6415957361459732e-05,((B → E) → (A ∨ E))
848,not_proved,not_proved,2.074986696243286e-05,not_proved,6.412481889128685e-05,"((¬R(c, c) ∨ (R(b, a) ∨ Q(c, b))) → ((P(a) → Q(a)) → (R(c) ∨ Q(b))))"
849,valid,valid,1.9208062440156937e-05,valid,4.183291457593441e-05,((¬C → (D → C)) → (¬(D → C) → ¬¬C))
850,valid,valid,4.249857738614082e-06,valid,8.499948307871819e-06,(((A ∧ ⊤) ∧ (E ∧ D)) → (A ∧ ⊤))
851,not_proved,not_proved,1.1457828804850578e-05,not_proved,2.5250017642974854e-05,(¬(C ∧ E) ∧ ((B ∨ B) ∨ (E ∧ A)))
852,valid,valid,5.917157977819443e-06,valid,1.0875053703784943e-05,(((A → D) ∧ ¬B) → ¬B)
853,valid,valid,7.375143468379974e-06,valid,1.60830095410347e-05,(¬¬(E → E) ∨ (C ∧ ((A ∧ D) → (D ∨ E))))
854,not_proved,not_proved,7.833121344447136e-06,not_proved,1.4708144590258598e-05,((C ∧ C) → (A ∧ A))
855,not_proved,not_proved,1.9459053874015808e-05,not_proved,4.158308729529381e-05,(((E → A) ∧ (B ∨ A)) → ((E ∨ ⊤) → (B → C)))
